left_wrist_angle,right_wrist_angle,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_knee_angle,right_knee_angle,left_ankle_angle,right_ankle_angle,left_hip_angle,right_hip_angle,name_yoga
191.94586634007408,229.7851859665195,194.60138304513626,211.99724075199418,179.46975132803632,172.00820029499656,183.682078578209,183.44794335947122,255.17398897317557,256.215535432881,55.58209643453955,122.95526576159119,staff_pose
340.8125842025941,289.76063627305393,189.61302138205684,209.79363192991553,197.0666085468624,164.56287360360747,187.49778599623693,189.52250338065062,256.6840154877474,258.6658732135171,33.073559588143894,143.48358548187815,staff_pose
220.64568264630793,199.76340231972284,189.18904908061577,185.8270632924146,19.199093777032246,341.4893720155229,189.54692007323487,154.86354156437218,166.27998102759503,197.57689937907725,32.27030940492483,146.73288422418332,staff_pose
223.5517508529871,190.59596223256116,210.42737141055483,200.35020027938907,22.839895142720785,346.7428104132064,174.0065622256469,173.57563832669345,203.89344158412896,211.0529943710036,49.69567266831274,132.76106962301964,staff_pose
238.06276225627326,205.5636056617339,188.18321471403627,190.5073817926373,10.727470523505971,350.63005433993516,181.31590589424346,184.94852271686588,217.59722181990716,253.1319445360432,63.69393263620293,111.3621544824485,staff_pose
200.86483700104458,192.19684653937546,237.50878468675964,207.1293319109577,3.3609457192287953,13.741042113570632,40.6678965274381,51.03203892430411,162.22107997261327,172.76597730625048,76.35829616118224,117.36491748818858,staff_pose
219.60133105793034,184.54981711548965,198.49917074654454,198.68095825123092,12.495052126902339,355.35213127499344,184.99823200334058,169.41681663200714,248.08266404864872,243.6237218974423,78.83426670623743,106.29822699105276,staff_pose
214.23483450284635,185.69094711129102,190.7082793099512,196.77576304370382,19.333041362479186,342.8210432558472,22.390291772220618,22.761369412770517,59.08284058469841,105.00738171974655,28.683525124076766,152.42677743059303,staff_pose
219.65331496838687,182.76319270228487,182.34779621450343,190.28176325820618,354.7977409640398,358.5249487234792,116.83466801158546,127.80518091254636,222.86364215327654,206.28379154095708,93.19670958673646,91.69855144120804,staff_pose
219.04556495449157,199.32307436682905,214.17307479292546,217.56824406747293,22.18231218991134,340.9233776525789,353.83992226231356,22.082927083624103,263.9295734059398,276.48704984768347,69.13851863371883,125.86291730595295,staff_pose
233.86684911652534,202.5738697554703,202.2071556610895,197.58985105026815,17.857397452652606,343.65784753375027,49.18774318737992,137.21688340273442,202.75919673888777,211.90337642321253,66.39695154841559,122.64779647849261,staff_pose
235.4740442568649,183.35295382533673,192.74878716929967,198.73951798176418,18.04427070384604,345.6162841240129,174.48877549651513,179.8347800402041,249.83631969913142,251.8566940082778,51.86684876603498,121.22480073593624,staff_pose
228.51144877324248,196.26056084523708,205.993041063127,192.69523205260774,9.846849580409316,354.59010640000844,156.63602049990476,168.8151060863968,253.02140060242573,254.5553525560428,66.42443460707757,103.22239984855952,staff_pose
193.31886751030328,193.61063619552132,201.04591750499353,195.82434122902137,17.722847902115245,343.94662750997765,25.3016927428631,148.4600345209093,35.723500068740655,305.2649716246705,164.26928754920448,354.20476496031415,staff_pose
213.5270590884493,174.06857592621003,313.9770271661348,269.1398434818744,273.21823327780544,11.697772737921769,174.56749123468632,174.7614849735182,223.11696779313004,235.97039518992023,270.28474939102966,272.03026348255975,staff_pose
229.1432261577237,192.7766715482974,203.1356591859262,195.9031899469856,12.912495822500693,352.313915223336,171.70730551175902,170.702462447601,254.2393967143878,254.88789975092124,70.63172852822888,105.38276763325035,staff_pose
231.76648379324686,202.33325367996767,189.08638901060624,190.20452376699495,2.8904373224035496,358.1686400682402,182.6586503953276,183.91579665998668,234.19696034965327,236.6365607202178,21.796349288323995,156.37867827193773,staff_pose
235.44614185341865,187.6289338650793,193.6141172387627,194.31406400007756,12.488584335477452,355.7230564389989,171.25282022678124,164.60275627942667,226.93763428809314,229.21049339361957,34.90437121904063,150.3699656607155,staff_pose
216.510842433744,196.1764158232116,187.34695201201163,184.1662252070819,7.537918170643527,354.49413751749717,180.32975909065448,182.65551744314672,236.11494522247162,242.73643895379874,51.42442739375571,125.30622892529877,staff_pose
202.70537285342667,182.55241056264688,207.42649887804012,195.8942781419708,16.920035085555128,353.55353594716865,118.19256998261835,113.97815607735002,196.027847247325,188.20635856698527,45.90075876853621,127.06615630534712,staff_pose
232.89690894015843,198.32374595131688,188.11408114199338,191.32421764133184,5.618562199808687,354.89894451698547,182.88620023286674,184.9874293676457,241.41963325116717,243.86532747563948,46.05713636617082,129.56684408962127,staff_pose
221.53185081848596,223.73631305607233,205.20960027821866,197.10411988837242,26.181615396749006,349.3878615315637,168.98865050421608,176.87710277564491,226.650699924479,226.30689407730839,27.409323967662612,149.50274598570803,staff_pose
213.91025314263493,211.99959215417306,216.62893499850605,197.18237061598117,23.392237112244725,347.4007588494102,176.73382121487822,182.13233618010673,253.57981998018812,255.15072069232733,54.31648990833058,118.49580549618192,staff_pose
106.17875822480143,151.17678233913145,174.09220272102806,111.6304217501802,23.833553372531778,348.5708234181049,207.50396788220698,210.96360944393578,145.69082406152734,180.10772907476309,62.458248178255424,135.73986863611822,staff_pose
219.4253443330287,194.2077353244403,190.63965845123604,190.0180885985794,8.491163682974246,352.24425840732465,135.94572870924713,166.11408036308697,191.78270868757986,209.60678490762618,43.70563385927932,131.55051738542338,staff_pose
218.09387889711553,197.81644098606503,195.58849372590274,187.42304889871193,10.238094862824074,353.9077794828492,175.53479188201624,178.8919395169452,245.16962980310797,253.039068747164,60.72591014883993,114.06188540789587,staff_pose
232.60788588014339,204.46206312854963,192.20755212334777,190.56985423497147,9.795301484738857,352.854817354669,179.93771648783508,183.92201551853313,246.37455138146146,232.34243693364658,44.58299050888422,132.3946979815209,staff_pose
195.4318788711319,190.56311428614057,192.4577756036454,190.96290184923586,14.7508598245731,346.3457427082432,182.21509158008513,178.13202676394533,249.2445601232591,250.47044236481221,42.660344657849805,137.97270677161873,staff_pose
204.7990867247696,193.42555622351017,194.74789769151212,188.71455731317243,22.344921219866823,342.25820598852124,183.21071329546064,187.46586658330787,249.80861117782956,250.6838908767768,44.27274407892162,131.31025154170962,staff_pose
230.78757005242454,178.6022421754581,188.90383678885019,192.16144718510884,7.104736514010577,352.3535570677631,177.86560194238115,177.11638596941265,248.44898997385198,242.07840411970426,59.3139863573482,120.46075591867039,staff_pose
